Depth,POINTID,pH_CaCl2,pH_H2O,EC,OC,CaCO3,P,N,K,OC (20-30 cm),CaCO3 (20-30 cm),Ox_Al,Ox_Fe,NUTS_0,NUTS_1,NUTS_2,NUTS_3,TH_LAT,TH_LONG,SURVEY_DATE,Elev,LC,LU,LC0_Desc,LC1_Desc,LU1_Desc
0-20 cm,47983236,6.1,6.54,11.93,13.2,NA,70.1,1.4,159.7,,,,,PL,PL4,PL41,PL418,52.02867733,16.96213043,20-09-18,118,B35,U111,Cropland,Other fibre and oleaginous crops,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48023224,7.7,7.81,16.52,8.2,5,44.4,1,157.9,,,,,PL,PL4,PL41,PL417,51.91796069,17.00337871,20-09-18,143,B32,U111,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48023310,4.7,5.08,17.09,8.6,NA,79.9,1.1,97.2,,,,,PL,PL4,PL41,PL418,52.68663574,17.12601824,23-07-18,122,B15,U111,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48023346,3.4,4.14,3.69,13.7,1,42.1,0.6,25,,,,,PL,PL4,PL41,PL411,53.00833449,17.17893139,19-09-18,124,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,48063208,6,6.39,14.97,11.5,1,112.4,1.3,354.7,,,0.6,2.2,PL,PL4,PL41,PL417,51.77147225,17.03885305,15-08-18,162,B22,U111,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48083230,3.9,3.97,11.88,5.1,NA,107.9,0.8,62.6,,,,,PL,PL4,PL41,PL418,51.96638449,17.09872499,12-07-18,147,B18,U111,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48083306,4.6,5.04,13.67,5.4,NA,77.8,1.2,73.4,,,,,PL,PL4,PL41,PL411,52.64558377,17.20847772,13-09-18,143,B14,U111,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48103208,4.7,5.24,16.14,8.9,NA,49.8,1.2,122.3,,,0.5,1.8,PL,PL4,PL41,PL417,51.76799308,17.09656934,15-08-18,163,B22,U111,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48143340,6,6.22,9.69,6.3,NA,29.3,0.8,101.7,,,,,PL,PL4,PL41,PL411,52.94396019,17.34780161,19-09-18,127,B19,U111,Cropland,Other cereals,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48163318,4.9,5.26,13.77,7.4,NA,37.8,0.8,71.6,,,,,PL,PL4,PL41,PL411,52.74561301,17.34414831,13-09-18,135,B14,U111,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48183268,7,7.28,25.18,15.4,1,72.3,2,100.4,,,,,PL,PL4,PL41,PL418,52.29710126,17.29906508,24-09-18,136,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48223230,4.9,5.4,9.76,11,NA,66.5,0.8,86.1,,,,,PL,PL4,PL41,PL416,51.95397209,17.30155283,25-08-18,141,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48223270,7.2,8.05,14.28,2.8,134,42.6,0.6,96.5,,,,,PL,PL4,PL41,PL418,52.31135577,17.36041182,20-08-18,138,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48243208,5.9,6.49,9.03,9.4,NA,77.5,1.2,163.8,,,,,PL,PL4,PL41,PL416,51.75559311,17.29851132,15-08-18,164,B18,U111,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48243334,4,4.4,32.45,6.7,NA,86.9,0.9,236.5,,,,,PL,PL4,PL41,PL411,52.88120584,17.48661447,27-09-18,141,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48263240,5.1,5.9,6.76,11.1,NA,55,0.9,91,,,0.6,1.1,PL,PL4,PL41,PL418,52.03970489,17.37420496,25-08-18,133,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48263276,4,4.7,3.96,9.7,NA,31.7,0.8,12.9,,,,,PL,PL4,PL41,PL414,52.36130963,17.42780123,18-08-18,151,C32,U120,Woodland,Pine dominated mixed woodland,Forestry
0-20 cm,48263284,4.1,4.14,13.78,10.4,NA,68.1,1.2,42.7,,,1,1.8,PL,PL4,PL41,PL414,52.43277095,17.43984129,14-07-18,159,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48323268,7,7.46,24.35,9.2,5,67.9,1.2,266.1,,,,,PL,PL4,PL41,PL414,52.28432933,17.50334318,20-08-18,138,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48323286,5,5.41,14.55,6.6,1,45.1,0.8,135.6,,,0.5,1.6,PL,PL4,PL41,PL414,52.44509626,17.53070679,14-07-18,151,B22,U111,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48343200,5.6,6.13,6.98,8.7,NA,23.4,1,65.5,,,0.4,1.4,PL,PL4,PL41,PL416,51.67505298,17.43091366,04-05-18,180,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48383224,5.9,6.46,6.97,7.3,1,23.5,0.9,43.4,,,,,PL,PL4,PL41,PL416,51.88576741,17.52422613,15-08-18,178,B18,U111,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48383242,6.5,7.72,14.24,11.8,NA,22.8,1.5,104.2,,,,,PL,PL4,PL41,PL416,52.04654128,17.55131073,20-08-18,143,B18,U111,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48403252,4.9,5.68,7.43,11.6,NA,86.3,1.2,111.2,,,,,PL,PL4,PL41,PL416,52.13398685,17.59553619,20-08-18,111,E30,U420,Grassland,Spontaneously re-vegetated surfaces,Semi-natural and natural areas not in use
0-20 cm,48403270,6,6.49,12.7,15.8,NA,38,2,132.9,,,,,PL,PL4,PL41,PL414,52.29473363,17.62309911,18-08-18,135,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48403288,5.7,6.26,7.42,8.4,NA,41.1,1,139.8,,,0.8,1.2,PL,PL4,PL41,PL414,52.45546816,17.65090781,18-08-18,161,B18,U111,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48423254,4.9,5.82,6.82,7.1,NA,69.5,0.7,100.5,,,,,PL,PL4,PL41,PL416,52.1499724,17.62767085,20-08-18,114,B21,U111,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48463244,6.1,6.56,11.91,8.1,NA,46.7,1.1,160.7,,,,,PL,PL4,PL41,PL416,52.05690392,17.67043824,25-08-18,118,B18,U111,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48483256,3.8,4.45,3.68,9.9,NA,37.3,0.8,21.7,,,,,PL,PL4,PL41,PL414,52.16215988,17.71800909,20-08-18,106,E10,U420,Grassland,Grassland with sparse tree/shrub cover,Semi-natural and natural areas not in use
0-20 cm,48483292,5.9,6.22,11.15,11.3,NA,70.4,1.2,159.2,,,,,PL,PL4,PL41,PL414,52.48357283,17.77432317,04-07-18,150,B19,U111,Cropland,Other cereals,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48503250,4,4.4,3.18,11,2,35.6,0.6,24.9,,,,,PL,PL4,PL41,PL414,52.10668355,17.73777232,20-08-18,126,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,48503304,6.5,6.87,14.21,11.5,NA,15.4,1.1,59,,,,,PL,PL4,PL41,PL414,52.58877302,17.82268325,21-07-18,145,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48523188,6.4,6.78,5.59,13.3,NA,41.6,1.2,78.4,,,,,PL,PL4,PL41,PL416,51.55114768,17.67171681,05-05-18,151,B18,U111,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48523264,6.1,6.58,12.88,11.3,NA,30.4,1.4,103.1,,,,,PL,PL4,PL41,PL414,52.22976469,17.78869972,04-08-18,128,B22,U111,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48543226,5.5,6.2,12.49,5,3,63.2,0.7,105.7,,,,,PL,PL4,PL41,PL416,51.88857914,17.75857701,03-05-18,167,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48563202,5.4,5.77,31.26,11.4,NA,91.2,1.3,347.2,,,,,PL,PL4,PL41,PL416,51.6723747,17.75049294,04-05-18,177,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48563274,5.1,5.75,5.33,7.8,NA,66,1,146.5,,,,,PL,PL4,PL41,PL414,52.31517708,17.86278768,04-08-18,137,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48583230,5.6,6.16,11.1,12.6,NA,39.4,1.2,187.1,,,0.5,1.5,PL,PL4,PL41,PL416,51.9204562,17.82262321,03-05-18,143,B21,U111,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48583234,4,4.05,21.85,13.2,NA,80.7,1.3,104.7,,,,,PL,PL4,PL41,PL416,51.95616664,17.8288657,03-05-18,134,B32,U111,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48583248,3.3,4.14,4.36,23.5,1,< LOD,1.1,44.2,,,,,PL,PL4,PL41,PL414,52.08114802,17.85081088,06-08-18,135,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,48583288,6.7,7.02,10.19,8.7,NA,34.2,1,119.3,,,0.5,1.3,PL,PL4,PL41,PL414,52.43819423,17.91434965,29-07-18,144,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48603172,3.7,4.34,4.41,10.9,NA,38,0.5,15.3,,,,,PL,PL4,PL41,PL416,51.40067538,17.76206324,02-06-18,198,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,48603304,7.1,7.86,20.81,7.9,11,50.1,1.1,158.9,,,0.7,1.6,PL,PL4,PL41,PL414,52.57903252,17.96947156,21-07-18,141,B18,U111,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48623168,4.8,5.51,5.92,4.5,NA,32.1,0.6,25.3,,,,,PL,PL4,PL41,PL416,51.3630466,17.78456351,02-06-18,217,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48623230,3.7,4.18,3.69,12.4,NA,13.8,0.7,< LOD,,,,,PL,PL4,PL41,PL416,51.9165903,17.88047518,03-05-18,149,C32,U120,Woodland,Pine dominated mixed woodland,Forestry
0-20 cm,48623266,4.4,4.85,13.8,9.8,NA,29.2,1.2,134.2,,,0.5,1,PL,PL4,PL41,PL414,52.23792884,17.93751085,04-08-18,138,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48663212,6.3,6.6,29.62,6.4,NA,92.2,1,340.7,,,,,PL,PL4,PL41,PL416,51.75202253,17.90997207,04-05-18,167,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48703152,5.4,5.76,11.52,10.4,NA,31.9,0.9,99.5,,,1.4,3.1,PL,PL4,PL41,PL416,51.21248885,17.8742223,04-06-18,231,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48703188,5.5,6.17,5.49,7.7,1,36.5,0.8,37.8,,,,,PL,PL4,PL41,PL416,51.53388413,17.92992551,12-05-18,199,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48703210,6.4,6.75,25.3,12.7,2,33.2,1.4,124.3,,,,,PL,PL4,PL41,PL416,51.73026422,17.96444667,04-05-18,169,B23,U111,Cropland,Other root crops,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48703278,5.4,5.95,14.12,9.9,NA,40.4,1.2,73.7,,,,,PL,PL4,PL41,PL414,52.3371267,18.07352092,21-07-18,142,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48703282,7.3,7.71,32.18,22.7,137,10.7,2.5,40.4,,,0.8,3.6,PL,PL4,PL41,PL414,52.37281851,18.08005119,21-07-18,137,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48743170,4.6,5.08,8.32,7.9,NA,51.7,1,100.4,,,,,PL,PL4,PL41,PL416,51.36929589,17.95910992,05-06-18,240,B14,U111,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48743184,4.4,5.33,4.78,12.4,NA,36.6,1.3,48,,,,,PL,PL4,PL41,PL416,51.49426631,17.98099926,12-05-18,228,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48763252,4.5,4.78,6.96,6.3,NA,67.9,0.8,18.5,,,,,PL,PL4,PL41,PL414,52.09914702,18.11849338,08-06-18,137,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48763266,4.4,5.13,3.67,7.9,NA,39.3,0.8,< LOD,,,,,PL,PL4,PL41,PL414,52.22406125,18.14135441,26-08-18,0,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48803176,5.4,5.84,26.46,8.6,NA,127.8,1.3,179.5,,,,,PL,PL4,PL41,PL416,51.41694863,18.05429016,04-06-18,199,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48803212,6.5,6.77,17.83,10.5,1,37.5,1.3,166.2,,,,,PL,PL4,PL41,PL416,51.7382259,18.11164099,13-05-18,142,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48803234,5.2,5.8,6.29,8.4,2,57.6,1,127.2,,,,,PL,PL4,PL41,PL416,51.93453369,18.14718554,09-08-18,166,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48843166,4.2,4.41,4.84,4.7,NA,55.6,0.6,29.1,,,,,PL,PL4,PL41,PL416,51.32373039,18.09562623,04-06-18,208,B14,U111,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48883192,4.5,5.17,4.25,12.9,1,45.4,1.6,61.3,,,,,PL,PL4,PL41,PL416,51.55174292,18.19439969,13-05-18,159,B18,U111,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48883228,6.1,6.55,9.24,8.7,NA,48.6,1.1,74.1,,,,,PL,PL4,PL41,PL416,51.87292912,18.25300053,12-08-18,159,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48883246,4,4.32,9.03,10.3,NA,84,1,24.9,,,,,PL,PL4,PL41,PL414,52.03350044,18.28268847,06-08-18,158,B14,U111,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48883296,4.2,4.31,5.71,8.4,1,32.2,0.9,13.6,,,,,PL,PL4,PL41,PL414,52.47945763,18.36654402,03-07-18,118,E10,U420,Grassland,Grassland with sparse tree/shrub cover,Semi-natural and natural areas not in use
0-20 cm,48903214,4.6,5.3,10.08,10.2,NA,76.2,1.1,141.3,,,0.6,1.7,PL,PL4,PL41,PL416,51.74600204,18.25889174,13-08-18,161,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48903226,3.7,4.4,5.13,23.1,1,38.1,1.5,42,,,,,PL,PL4,PL41,PL416,51.85305316,18.27858744,12-08-18,161,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry
0-20 cm,48923224,3.5,3.98,4.19,23,NA,12.9,1.1,18.1,,,,,PL,PL4,PL41,PL416,51.8331718,18.3041527,12-08-18,172,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,48923238,3.6,4.15,2.77,7.1,NA,< LOD,0.4,11.5,,,,,PL,PL4,PL41,PL414,51.95805136,18.32733331,09-08-18,174,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,48943234,4.8,5.2,10.89,16.4,1,10.3,1.4,18.5,,,,,PL,PL4,PL41,PL414,51.92032071,18.34960377,12-08-18,171,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48943248,6,6.55,13.77,9.2,NA,43.2,1.2,105.3,,,0.4,1.5,PL,PL4,PL41,PL414,52.04518743,18.37297699,09-08-18,155,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48943266,6,6.34,52.2,61.2,NA,66.5,6.6,68.4,,,,,PL,PL4,PL41,PL414,52.20571751,18.40326468,22-07-18,121,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48983248,4.1,4.6,3.2,7.7,1,42,0.5,24.2,,,,,PL,PL4,PL41,PL414,52.04104966,18.43094718,18-08-18,187,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,48983258,5.7,6.08,25.96,6.9,NA,108.5,1,161.6,,,,,PL,PL4,PL41,PL414,52.13022534,18.44785428,22-07-18,141,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,48983284,3.8,4.17,16.04,30.9,1,18.6,2.2,56.9,,,,,PL,PL4,PL41,PL414,52.36206121,18.4922033,06-05-18,137,C10,U120,Woodland,Broadleaved woodland,Forestry
0-20 cm,48983288,7,7.16,29.53,26.9,23,63.1,3,199.8,,,,,PL,PL4,PL41,PL414,52.39772561,18.49907677,06-05-18,123,D10,U111,Shrubland,Shrubland with sparse tree cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,49003226,6.6,6.91,17.3,16.6,NA,18.8,1.8,65.9,,,0.8,1.6,PL,PL4,PL41,PL416,51.84277808,18.42289874,18-08-18,176,B18,U111,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,49043232,3.2,3.87,3.6,15.9,NA,< LOD,0.7,20.6,,,,,PL,PL4,PL41,PL414,51.89212204,18.49073322,18-08-18,189,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,49043286,4.8,5.16,18.05,5.5,NA,19.1,0.9,99.7,,,,,PL,PL4,PL41,PL414,52.37357878,18.58322655,06-05-18,131,B18,U111,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,49083286,5.8,6.23,23.8,9.9,NA,33.2,1.2,110,,,,,PL,PL4,PL41,PL414,52.36933317,18.64160586,06-05-18,150,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,49103278,5,5.46,13.63,6.4,NA,22.4,0.9,91.2,,,0.6,1.4,PL,PL4,PL41,PL414,52.2958928,18.65679566,09-07-18,162,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,49123230,5.2,5.82,9.51,12.5,NA,20.6,1.4,97.7,,,,,PL,PL4,PL41,PL414,51.86587637,18.60282937,07-08-18,157,B14,U111,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,49163270,4.1,4.89,7.5,10.6,NA,141.5,1.3,119,,,1.3,1.9,PL,PL4,PL41,PL414,52.21816317,18.73012127,22-08-18,137,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,49183244,5.4,5.65,36.96,55.4,NA,11.8,5.4,33.9,,,,,PL,PL4,PL41,PL414,51.98428266,18.71368281,12-05-18,134,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,49223268,7.1,7.45,21.15,26.7,17,18.6,1.8,126.6,,,0.7,3,PL,PL4,PL41,PL414,52.19385719,18.81381942,14-06-18,146,B32,U111,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,49243260,5.5,6.22,7.17,9.6,NA,51.3,1.1,101.2,,,,,PL,PL4,PL41,PL414,52.12039676,18.82869257,22-08-18,142,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,49243264,4.4,5.48,3.44,6.9,NA,70.6,0.8,57.8,,,,,PL,PL4,PL41,PL414,52.15604006,18.83578128,22-08-18,146,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,49243272,4.3,4.78,20.34,8.9,NA,58.1,1.1,96.7,,,0.6,1.5,PL,PL4,PL41,PL414,52.22732439,18.8500005,14-06-18,151,B32,U111,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,49303288,4.3,5.19,9.73,10.8,NA,65.1,1.3,149.4,,,,,PL,PL4,PL41,PL414,52.3632872,18.96612819,01-05-18,155,B43,U111,Cropland,Other fresh vegetables,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,49343276,5.8,6.02,40.8,7.3,NA,75,1.1,635.3,,,0.6,1.9,PL,PL4,PL41,PL414,52.25196557,19.00264222,05-05-18,156,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,46083316,5,5.44,28.63,13.3,NA,33.7,1.6,369.7,,,0.5,1,PL,PL4,PL42,PL428,52.87688489,14.26535086,29-08-18,119,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,46183318,4.6,5.04,13.44,6.3,NA,25.7,0.9,80.5,,,,,PL,PL4,PL42,PL428,52.8894559,14.41545208,01-09-18,114,B14,U111,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,46223314,4.4,5.04,9.2,7,NA,64.1,0.9,105.7,,,,,PL,PL4,PL42,PL428,52.85139131,14.47109835,28-08-18,101,B32,U111,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,46243342,6,6.15,18.96,11.7,NA,37.3,1.4,227.6,,,,,PL,PL4,PL42,PL428,53.1013383,14.52683657,31-08-18,104,B32,U111,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,46263316,6.3,6.81,13.65,12.1,NA,14.4,1.5,171,,,,,PL,PL4,PL42,PL428,52.86709891,14.53223673,01-09-18,103,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,46283360,4.9,5.67,5.35,11.8,NA,71.5,1.3,47,,,,,PL,PL4,PL42,PL428,53.26046087,14.60364611,15-09-18,78,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,46323328,6.8,7.32,14.98,10.3,3,21.9,1.3,112.1,,,,,PL,PL4,PL42,PL428,52.97128887,14.63261748,11-09-18,100,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,46343340,4.8,5.2,12.15,10.9,NA,42.3,1.3,141.9,,,0.6,1.4,PL,PL4,PL42,PL428,53.0777178,14.67391966,06-09-18,113,B32,U111,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,46383304,6.7,7.28,11.76,9.6,9,46.3,1.1,98.2,,,,,PL,PL4,PL42,PL427,52.75266919,14.69850533,13-08-18,82,E20,U420,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
0-20 cm,46383322,3.6,4.09,7.46,30.2,1,58.1,1.7,49.3,,,,,PL,PL4,PL42,PL427,52.91403287,14.71592015,21-08-18,143,C32,U120,Woodland,Pine dominated mixed woodland,Forestry
0-20 cm,46383352,5.2,5.75,9.53,4.1,NA,51.9,0.6,87.1,,,,,PL,PL4,PL42,PL427,53.18296004,14.7452977,07-09-18,82,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,46403404,3.3,3.81,4.89,32.8,2,22.6,1.5,28.4,,,,,PL,PL4,PL42,PL428,53.64787492,14.82747258,16-08-18,66,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,46443394,4.3,4.89,9.48,10,NA,92.7,1.2,97.4,,,1.4,2.6,PL,PL4,PL42,PL428,53.55584303,14.87753885,13-08-18,66,B21,U111,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,46443448,5.9,6.13,53.08,393.6,NA,25.1,31.3,143.9,,,,,PL,PL4,PL42,PL428,54.03979889,14.93376562,11-06-18,33,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,46463396,5.8,6.39,6.87,12.3,NA,24.3,1.2,30.1,,,,,PL,PL4,PL42,PL428,53.5725554,14.90972145,13-08-18,82,C10,U420,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
0-20 cm,46463428,5.4,5.94,9.8,20.8,NA,20.2,2.2,80.6,,,,,PL,PL4,PL42,PL428,53.85933833,14.94308949,09-06-18,56,B12,U111,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,46483334,4.2,4.44,4.77,11.6,NA,48.9,1.3,120.4,,,,,PL,PL4,PL42,PL427,53.01566816,14.87634227,22-08-18,99,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,46483352,7.3,7.75,23.32,17.6,18,11.2,2.1,210.6,,,,,PL,PL4,PL42,PL427,53.17699729,14.8945741,22-08-18,57,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,46503324,4.7,5.43,5.84,6.7,1,60.7,0.7,77.5,,,0.7,2,PL,PL4,PL42,PL427,52.9248318,14.89596423,04-06-18,122,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,46503360,6.4,6.7,19.16,17,1,49.7,2.1,233.2,,,,,PL,PL4,PL42,PL427,53.24748039,14.93263058,11-09-18,60,B32,U111,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,46503450,4.7,4.99,53.9,134.8,NA,22.9,11.4,48.6,,,,,PL,PL4,PL42,PL428,54.05401405,15.02729104,04-06-18,38,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,46523376,6.2,6.62,12.29,9.1,NA,54.2,1.1,51.7,,,,,PL,PL4,PL42,PL428,53.38964379,14.97914019,05-09-18,63,F40,U111,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,46543398,6.1,6.56,11.01,7.7,NA,45.7,0.9,64.3,,,,,PL,PL4,PL42,PL428,53.58555241,15.03233651,16-08-18,101,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,46543422,4.4,4.84,3.53,9.4,1,48.4,0.7,22,,,,,PL,PL4,PL42,PL428,53.8006116,15.05794528,17-08-18,81,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,46543452,5.3,5.59,22.57,10,NA,32.1,1.3,195.2,,,,,PL,PL4,PL42,PL428,54.06942453,15.09040407,02-06-18,54,B14,U111,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens)
